source,n_size,n_col,n_shp,target,n_size,n_col,n_shp,weight,e_clr,e_shp,relation
T4b,95,Cluster12,700+ cells,LPi10,95,Cluster11,1-99 cells,7217,Top Input,Excitation,top_input
LPi10,22,Cluster11,1-99 cells,TmY14,22,Cluster7,100-699 cells,6919,Top Output,Inhibition,top_output
Tm4,93,Cluster8,700+ cells,TmY15,93,Cluster7,100-699 cells,16669,Top Input,Excitation,top_input
Tm3,100,Cluster9,700+ cells,TmY15,100,Cluster7,100-699 cells,16294,Top Input,Excitation,top_input
TmY15,35,Cluster7,100-699 cells,TmY14,35,Cluster7,100-699 cells,10574,Top Output,Inhibition,top_output
T4b,95,Cluster12,700+ cells,LPi12,95,Cluster11,1-99 cells,4719,Top Input,Excitation,top_input
LPi12,20,Cluster11,1-99 cells,T4b,20,Cluster12,700+ cells,6741,Top Output,Inhibition,top_output
T5b,96,Cluster12,700+ cells,LPi05,96,Cluster11,1-99 cells,8052,Top Input,Excitation,top_input
T4b,95,Cluster12,700+ cells,LPi05,95,Cluster11,1-99 cells,7741,Top Input,Excitation,top_input
LPi05,24,Cluster11,1-99 cells,TmY31,24,Cluster1,100-699 cells,2874,Top Output,Inhibition,top_output
T5b,96,Cluster12,700+ cells,Am1,96,Cluster11,1-99 cells,11602,Top Input,Excitation,top_input
Am1,20,Cluster11,1-99 cells,TmY14,20,Cluster7,100-699 cells,5418,Top Output,Inhibition,top_output
T5a,94,Cluster12,700+ cells,Y1,94,Cluster11,1-99 cells,9282,Top Input,Excitation,top_input
Y1,28,Cluster11,1-99 cells,TmY14,28,Cluster7,100-699 cells,7551,Top Output,Inhibition,top_output
T4a,94,Cluster12,700+ cells,TmY20,94,Cluster11,100-699 cells,7747,Top Input,Excitation,top_input
T5a,94,Cluster12,700+ cells,TmY20,94,Cluster11,100-699 cells,7531,Top Input,Excitation,top_input
TmY20,34,Cluster11,100-699 cells,TmY14,34,Cluster7,100-699 cells,3778,Top Output,Excitation,top_output
T5a,94,Cluster12,700+ cells,Li14,94,Cluster12,1-99 cells,5257,Top Input,Excitation,top_input
Li14,21,Cluster12,1-99 cells,T5c,21,Cluster12,700+ cells,2095,Top Output,Inhibition,top_output
Li14,21,Cluster12,1-99 cells,T5b,21,Cluster12,700+ cells,2057,Top Output,Inhibition,top_output
T5a,94,Cluster12,700+ cells,LPi01,94,Cluster11,1-99 cells,953,Top Input,Excitation,top_input
T4a,94,Cluster12,700+ cells,LPi01,94,Cluster11,1-99 cells,932,Top Input,Excitation,top_input
T5a,94,Cluster12,700+ cells,LPi02,94,Cluster11,1-99 cells,1077,Top Input,Excitation,top_input
L1,99,Cluster9,700+ cells,C3,99,Cluster9,700+ cells,32836,Top Input,Inhibition,top_input
C3,97,Cluster9,700+ cells,T1,97,Cluster8,700+ cells,42901,Top Output,Inhibition,top_output
Pm01,32,Cluster7,100-699 cells,T3,32,Cluster7,700+ cells,10810,Top Output,Inhibition,top_output
T2,92,Cluster7,700+ cells,LMa1,92,Cluster7,1-99 cells,6194,Top Input,Excitation,top_input
LMa1,23,Cluster7,1-99 cells,Li17,23,Cluster7,1-99 cells,6151,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm15,80,Cluster3,1-99 cells,5684,Top Input,Excitation,top_input
L5,98,Cluster9,700+ cells,Dm10,98,Cluster5,100-699 cells,20902,Top Input,Excitation,top_input
Dm10,45,Cluster5,100-699 cells,Mi4,45,Cluster1,700+ cells,11505,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm07,80,Cluster3,100-699 cells,14823,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm18,80,Cluster3,1-99 cells,1481,Top Input,Excitation,top_input
Sm18,23,Cluster3,1-99 cells,Sm15,23,Cluster3,1-99 cells,822,Top Output,Inhibition,top_output
Sm18,23,Cluster3,1-99 cells,Sm09,23,Cluster3,1-99 cells,790,Top Output,Inhibition,top_output
Dm8a,38,Cluster6,100-699 cells,Sm20,38,Cluster3,1-99 cells,3156,Top Input,Inhibition,top_input
Sm20,23,Cluster3,1-99 cells,Dm8a,23,Cluster6,100-699 cells,7364,Top Output,Excitation,top_output
Sm20,23,Cluster3,1-99 cells,Dm8a,23,Cluster6,100-699 cells,7364,Top Input,Excitation,top_input
Sm20,23,Cluster3,1-99 cells,Dm8b,23,Cluster6,100-699 cells,7361,Top Output,Excitation,top_output
Sm20,23,Cluster3,1-99 cells,Dm8b,23,Cluster6,100-699 cells,7361,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm08,80,Cluster3,1-99 cells,7427,Top Input,Excitation,top_input
Sm08,28,Cluster3,1-99 cells,Sm15,28,Cluster3,1-99 cells,2829,Top Output,Inhibition,top_output
Mi9,97,Cluster5,700+ cells,Tm7,97,Cluster1,100-699 cells,6571,Top Input,Inhibition,top_input
Tm7,41,Cluster1,100-699 cells,TmY31,41,Cluster1,100-699 cells,2592,Top Output,Excitation,top_output
Dm2,80,Cluster5,100-699 cells,Sm06,80,Cluster3,1-99 cells,7733,Top Input,Excitation,top_input
Sm06,28,Cluster3,1-99 cells,Tm8a,28,Cluster1,100-699 cells,1808,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm21,80,Cluster3,1-99 cells,2305,Top Input,Excitation,top_input
Sm21,22,Cluster3,1-99 cells,Dm4,22,Cluster5,1-99 cells,2231,Top Output,Excitation,top_output
Dm2,80,Cluster5,100-699 cells,Sm19,80,Cluster3,1-99 cells,1834,Top Input,Excitation,top_input
Sm19,23,Cluster3,1-99 cells,Dm8a,23,Cluster6,100-699 cells,4891,Top Output,Excitation,top_output
Sm19,23,Cluster3,1-99 cells,Dm8b,23,Cluster6,100-699 cells,4822,Top Output,Excitation,top_output
Mi9,97,Cluster5,700+ cells,MLt5,97,Cluster1,1-99 cells,2411,Top Input,Inhibition,top_input
MLt5,24,Cluster1,1-99 cells,Sm04,24,Cluster1,1-99 cells,788,Top Output,Excitation,top_output
Tm20,94,Cluster1,700+ cells,Tm37,94,Cluster1,100-699 cells,3366,Top Input,Excitation,top_input
Dm8a,38,Cluster6,100-699 cells,Tm5a,38,Cluster1,100-699 cells,3138,Top Input,Inhibition,top_input
Dm8b,40,Cluster6,100-699 cells,Dm9,40,Cluster6,100-699 cells,6053,Top Output,Inhibition,top_output
TmY11,38,Cluster1,100-699 cells,Tm36,38,Cluster1,100-699 cells,2179,Top Input,Excitation,top_input
Tm36,34,Cluster1,100-699 cells,TmY5a,34,Cluster7,100-699 cells,2406,Top Output,Excitation,top_output
Dm8a,38,Cluster6,100-699 cells,Sm02,38,Cluster3,100-699 cells,4844,Top Input,Inhibition,top_input
Dm8a,38,Cluster6,100-699 cells,Sm02,38,Cluster3,100-699 cells,4844,Top Output,Inhibition,top_output
Tm5e,44,Cluster1,100-699 cells,Sm27,44,Cluster3,1-99 cells,903,Top Input,Inhibition,top_input
Sm27,21,Cluster3,1-99 cells,Dm2,21,Cluster5,100-699 cells,727,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Dm16,97,Cluster8,1-99 cells,3255,Top Input,Excitation,top_input
Dm16,24,Cluster8,1-99 cells,T2,24,Cluster7,700+ cells,2503,Top Output,Inhibition,top_output
Tm5c,51,Cluster1,100-699 cells,Mi15,51,Cluster5,100-699 cells,6714,Top Input,Inhibition,top_input
Sm30,21,Cluster4,1-99 cells,Mi15,21,Cluster5,100-699 cells,6594,Top Input,Inhibition,top_input
Sm30,21,Cluster4,1-99 cells,Mi15,21,Cluster5,100-699 cells,6594,Top Output,Inhibition,top_output
Mi9,97,Cluster5,700+ cells,MLt2,97,Cluster1,1-99 cells,2542,Top Input,Inhibition,top_input
MLt2,25,Cluster1,1-99 cells,Tm8a,25,Cluster1,100-699 cells,736,Top Output,Excitation,top_output
Mi9,97,Cluster5,700+ cells,Tm8a,97,Cluster1,100-699 cells,2921,Top Input,Inhibition,top_input
Tm8a,32,Cluster1,100-699 cells,Li10,32,Cluster1,1-99 cells,7771,Top Output,Excitation,top_output
T4d,98,Cluster12,700+ cells,Tlp1,98,Cluster11,1-99 cells,7746,Top Input,Excitation,top_input
T5d,93,Cluster12,700+ cells,Tlp1,93,Cluster11,1-99 cells,7509,Top Input,Excitation,top_input
Tlp1,27,Cluster11,1-99 cells,TmY14,27,Cluster7,100-699 cells,4611,Top Output,Inhibition,top_output
T5c,97,Cluster12,700+ cells,LPi08,97,Cluster11,1-99 cells,1325,Top Input,Excitation,top_input
LPi08,22,Cluster11,1-99 cells,TmY20,22,Cluster11,100-699 cells,714,Top Output,Inhibition,top_output
LPi08,22,Cluster11,1-99 cells,TmY31,22,Cluster1,100-699 cells,688,Top Output,Inhibition,top_output
T5d,93,Cluster12,700+ cells,LPi06,93,Cluster11,1-99 cells,1132,Top Input,Excitation,top_input
T4d,98,Cluster12,700+ cells,LPi06,98,Cluster11,1-99 cells,1109,Top Input,Excitation,top_input
LPi06,22,Cluster11,1-99 cells,TmY20,22,Cluster11,100-699 cells,914,Top Output,Inhibition,top_output
R1-6,100,Cluster13,700+ cells,L1,100,Cluster9,700+ cells,40826,Top Input,Excitation,top_input
R1-6,100,Cluster13,700+ cells,L1,100,Cluster9,700+ cells,40826,Top Output,Excitation,top_output
Mi15,68,Cluster5,100-699 cells,Sm30,68,Cluster4,1-99 cells,2693,Top Input,Excitation,top_input
L2,99,Cluster8,700+ cells,Dm15,99,Cluster8,100-699 cells,19089,Top Input,Excitation,top_input
Dm15,40,Cluster8,100-699 cells,L2,40,Cluster8,700+ cells,15688,Top Output,Inhibition,top_output
T2,92,Cluster7,700+ cells,LMt3,92,Cluster7,1-99 cells,1531,Top Input,Excitation,top_input
LMt3,22,Cluster7,1-99 cells,Pm03,22,Cluster7,1-99 cells,4251,Top Output,Inhibition,top_output
Mi1,100,Cluster9,700+ cells,Tm25,100,Cluster7,100-699 cells,9729,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Pm11,97,Cluster8,1-99 cells,11995,Top Input,Excitation,top_input
Pm11,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,5309,Top Output,Inhibition,top_output
Sm25,21,Cluster3,1-99 cells,Sm16,21,Cluster3,1-99 cells,537,Top Input,Inhibition,top_input
Dm2,80,Cluster5,100-699 cells,Sm37,80,Cluster3,1-99 cells,426,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,Sm10,68,Cluster3,1-99 cells,1093,Top Input,Excitation,top_input
Sm10,24,Cluster3,1-99 cells,Sm18,24,Cluster3,1-99 cells,750,Top Output,Inhibition,top_output
Sm10,24,Cluster3,1-99 cells,Sm08,24,Cluster3,1-99 cells,723,Top Output,Inhibition,top_output
Tm8b,26,Cluster1,1-99 cells,Li04,26,Cluster1,1-99 cells,284,Top Input,Excitation,top_input
Li04,22,Cluster1,1-99 cells,Li10,22,Cluster1,1-99 cells,325,Top Output,Inhibition,top_output
Y3,50,Cluster7,100-699 cells,Li30,50,Cluster1,1-99 cells,7486,Top Input,Excitation,top_input
Y3,50,Cluster7,100-699 cells,Li32,50,Cluster1,1-99 cells,8381,Top Input,Excitation,top_input
Li32,20,Cluster1,1-99 cells,Y3,20,Cluster7,100-699 cells,4639,Top Output,Inhibition,top_output
T2,92,Cluster7,700+ cells,Li24,92,Cluster7,1-99 cells,3782,Top Input,Excitation,top_input
Pm08,26,Cluster7,1-99 cells,MLt4,26,Cluster7,1-99 cells,3210,Top Input,Inhibition,top_input
MLt4,24,Cluster7,1-99 cells,Pm10,24,Cluster7,1-99 cells,2020,Top Output,Excitation,top_output
MLt4,24,Cluster7,1-99 cells,Tm16,24,Cluster1,100-699 cells,1975,Top Output,Excitation,top_output
L1,99,Cluster9,700+ cells,Tm3,99,Cluster9,700+ cells,43094,Top Input,Inhibition,top_input
Tm3,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,19495,Top Output,Excitation,top_output
Tm2,97,Cluster8,700+ cells,Li26,97,Cluster8,1-99 cells,4330,Top Input,Excitation,top_input
Tm4,93,Cluster8,700+ cells,Li26,93,Cluster8,1-99 cells,4124,Top Input,Excitation,top_input
Li26,20,Cluster8,1-99 cells,LMa2,20,Cluster7,1-99 cells,1617,Top Output,Inhibition,top_output
LMa2,22,Cluster7,1-99 cells,LMt1,22,Cluster7,1-99 cells,1714,Top Input,Inhibition,top_input
Li31,20,Cluster7,1-99 cells,LMt1,20,Cluster7,1-99 cells,1694,Top Input,Inhibition,top_input
L5,98,Cluster9,700+ cells,Dm18,98,Cluster9,1-99 cells,23286,Top Input,Excitation,top_input
Dm18,22,Cluster9,1-99 cells,L5,22,Cluster9,700+ cells,7339,Top Output,Inhibition,top_output
Sm42,20,Cluster1,1-99 cells,Tm35,20,Cluster1,1-99 cells,2395,Top Input,Inhibition,top_input
Tm5f,60,Cluster1,100-699 cells,Li18,60,Cluster1,1-99 cells,6390,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Li22,97,Cluster8,1-99 cells,7415,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Pm04,97,Cluster7,1-99 cells,22565,Top Input,Excitation,top_input
Pm04,24,Cluster7,1-99 cells,T2a,24,Cluster7,700+ cells,8693,Top Output,Inhibition,top_output
Tm4,93,Cluster8,700+ cells,Li20,93,Cluster7,1-99 cells,1131,Top Input,Excitation,top_input
Li20,20,Cluster7,1-99 cells,T3,20,Cluster7,700+ cells,1351,Top Output,Inhibition,top_output
L2,99,Cluster8,700+ cells,Dm6,99,Cluster8,1-99 cells,37946,Top Input,Excitation,top_input
Dm6,23,Cluster8,1-99 cells,L2,23,Cluster8,700+ cells,17777,Top Output,Inhibition,top_output
T2,92,Cluster7,700+ cells,LMa2,92,Cluster7,1-99 cells,9905,Top Input,Excitation,top_input
LMa2,22,Cluster7,1-99 cells,T2a,22,Cluster7,700+ cells,7734,Top Output,Inhibition,top_output
TmY4,41,Cluster2,100-699 cells,Li27,41,Cluster1,1-99 cells,3486,Top Input,Excitation,top_input
TmY9q⊥,39,Cluster2,100-699 cells,Li27,39,Cluster1,1-99 cells,3475,Top Input,Excitation,top_input
TmY5a,77,Cluster7,100-699 cells,Li27,77,Cluster1,1-99 cells,3348,Top Input,Inhibition,top_input
L4,92,Cluster8,700+ cells,MLt1,92,Cluster7,1-99 cells,1591,Top Input,Excitation,top_input
MLt1,24,Cluster7,1-99 cells,L5,24,Cluster9,700+ cells,3169,Top Output,Excitation,top_output
Sm02,40,Cluster3,100-699 cells,Sm36,40,Cluster3,1-99 cells,1761,Top Input,Excitation,top_input
Sm36,20,Cluster3,1-99 cells,Sm40,20,Cluster3,1-99 cells,1125,Top Output,Inhibition,top_output
Mi1,100,Cluster9,700+ cells,Sm05,100,Cluster5,1-99 cells,1668,Top Input,Excitation,top_input
Sm05,27,Cluster5,1-99 cells,TmY3,27,Cluster7,100-699 cells,2973,Top Output,Inhibition,top_output
L1,99,Cluster9,700+ cells,C2,99,Cluster9,700+ cells,21958,Top Input,Inhibition,top_input
C2,94,Cluster9,700+ cells,L2,94,Cluster8,700+ cells,17391,Top Output,Inhibition,top_output
L2,99,Cluster8,700+ cells,Dm17,99,Cluster8,1-99 cells,8359,Top Input,Excitation,top_input
Dm17,20,Cluster8,1-99 cells,L2,20,Cluster8,700+ cells,6979,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Pm12,97,Cluster8,1-99 cells,18331,Top Input,Excitation,top_input
Pm12,20,Cluster8,1-99 cells,T2,20,Cluster7,700+ cells,3950,Top Output,Inhibition,top_output
Pm12,20,Cluster8,1-99 cells,Tm2,20,Cluster8,700+ cells,3937,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,Sm03,68,Cluster3,1-99 cells,2060,Top Input,Excitation,top_input
Sm03,29,Cluster3,1-99 cells,Sm06,29,Cluster3,1-99 cells,617,Top Output,Inhibition,top_output
Pm09,24,Cluster7,1-99 cells,PDt,24,Cluster7,1-99 cells,967,Top Input,Inhibition,top_input
PDt,21,Cluster7,1-99 cells,Dm18,21,Cluster9,1-99 cells,1171,Top Output,Excitation,top_output
Sm16,23,Cluster3,1-99 cells,Sm38,23,Cluster3,1-99 cells,419,Top Input,Inhibition,top_input
Sm28,20,Cluster4,1-99 cells,DmDRA1,20,Cluster4,1-99 cells,1676,Top Input,Excitation,top_input
Sm28,20,Cluster4,1-99 cells,DmDRA1,20,Cluster4,1-99 cells,1676,Top Output,Excitation,top_output
Sm03,29,Cluster3,1-99 cells,Sm34,29,Cluster3,1-99 cells,394,Top Input,Inhibition,top_input
Sm34,21,Cluster3,1-99 cells,Sm20,21,Cluster3,1-99 cells,446,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm12,80,Cluster3,1-99 cells,1781,Top Input,Excitation,top_input
L5,98,Cluster9,700+ cells,Dm13,98,Cluster8,1-99 cells,14363,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Dm13,97,Cluster8,1-99 cells,14148,Top Input,Excitation,top_input
Dm13,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,14667,Top Output,Inhibition,top_output
L5,98,Cluster9,700+ cells,Dm1,98,Cluster9,1-99 cells,15633,Top Input,Excitation,top_input
Dm1,24,Cluster9,1-99 cells,Mi1,24,Cluster9,700+ cells,12345,Top Output,Inhibition,top_output
Dm1,24,Cluster9,1-99 cells,L2,24,Cluster8,700+ cells,12294,Top Output,Inhibition,top_output
L2,99,Cluster8,700+ cells,T1,99,Cluster8,700+ cells,48944,Top Input,Excitation,top_input
T1,93,Cluster8,700+ cells,L2,93,Cluster8,700+ cells,2443,Top Output,Excitation,top_output
L3,94,L3,700+ cells,Dm9,94,Cluster6,100-699 cells,14795,Top Input,Excitation,top_input
Dm9,33,Cluster6,100-699 cells,R7,33,Cluster6,100-699 cells,10479,Top Output,Excitation,top_output
Dm9,33,Cluster6,100-699 cells,R7,33,Cluster6,100-699 cells,10479,Top Input,Excitation,top_input
Dm8b,40,Cluster6,100-699 cells,Sm26,40,Cluster3,1-99 cells,705,Top Input,Inhibition,top_input
Sm26,21,Cluster3,1-99 cells,Dm8b,21,Cluster6,100-699 cells,4246,Top Output,Excitation,top_output
C2,94,Cluster9,700+ cells,L4,94,Cluster8,700+ cells,5544,Top Input,Inhibition,top_input
L4,92,Cluster8,700+ cells,TmY3,92,Cluster7,100-699 cells,15482,Top Output,Excitation,top_output
Lai,43,Cluster13,100-699 cells,L3,43,L3,700+ cells,4033,Top Output,Inhibition,top_output
Sm12,24,Cluster3,1-99 cells,MLt7,24,Cluster3,1-99 cells,642,Top Input,Inhibition,top_input
TmY31,36,Cluster1,100-699 cells,Li08,36,Cluster1,1-99 cells,219,Top Input,Excitation,top_input
Li08,22,Cluster1,1-99 cells,Li10,22,Cluster1,1-99 cells,2165,Top Output,Inhibition,top_output
L4,92,Cluster8,700+ cells,Dm14,92,Cluster8,1-99 cells,6705,Top Input,Excitation,top_input
Dm14,21,Cluster8,1-99 cells,Tm2,21,Cluster8,700+ cells,7460,Top Output,Inhibition,top_output
L4,92,Cluster8,700+ cells,R1-6,92,Cluster13,700+ cells,3395,Top Input,Excitation,top_input
R1-6,100,Cluster13,700+ cells,L2,100,Cluster8,700+ cells,39753,Top Output,Excitation,top_output
Y3,50,Cluster7,100-699 cells,Li29,50,Cluster1,1-99 cells,1035,Top Input,Excitation,top_input
Li29,20,Cluster1,1-99 cells,Y3,20,Cluster7,100-699 cells,2010,Top Output,Inhibition,top_output
Tm20,94,Cluster1,700+ cells,Sm22,94,Cluster1,1-99 cells,6666,Top Input,Excitation,top_input
Sm22,22,Cluster1,1-99 cells,Tm20,22,Cluster1,700+ cells,5080,Top Output,Inhibition,top_output
Tm20,94,Cluster1,700+ cells,Li12,94,Cluster1,1-99 cells,11260,Top Input,Excitation,top_input
MLt5,24,Cluster1,1-99 cells,Sm14,24,Cluster3,1-99 cells,313,Top Input,Excitation,top_input
L2,99,Cluster8,700+ cells,Dm19,99,Cluster8,1-99 cells,22391,Top Input,Excitation,top_input
Dm19,21,Cluster8,1-99 cells,Tm1,21,Cluster8,700+ cells,5375,Top Output,Inhibition,top_output
Tm5a,42,Cluster1,100-699 cells,Sm31,42,Cluster3,1-99 cells,2106,Top Input,Excitation,top_input
Sm31,21,Cluster3,1-99 cells,Tm20,21,Cluster1,700+ cells,1555,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,Sm39,68,Cluster4,1-99 cells,1591,Top Input,Excitation,top_input
Sm39,20,Cluster4,1-99 cells,Mi15,20,Cluster5,100-699 cells,3306,Top Output,Inhibition,top_output
Sm02,40,Cluster3,100-699 cells,Sm35,40,Cluster3,1-99 cells,654,Top Input,Excitation,top_input
Sm35,20,Cluster3,1-99 cells,Sm02,20,Cluster3,100-699 cells,904,Top Output,Inhibition,top_output
Sm12,24,Cluster3,1-99 cells,MLt8,24,Cluster3,1-99 cells,142,Top Input,Inhibition,top_input
MLt8,21,Cluster3,1-99 cells,Tm5e,21,Cluster1,100-699 cells,188,Top Output,Excitation,top_output
Mi9,97,Cluster5,700+ cells,Sm04,97,Cluster1,1-99 cells,1353,Top Input,Inhibition,top_input
Li27,20,Cluster1,1-99 cells,Tm34,20,Cluster1,1-99 cells,363,Top Input,Inhibition,top_input
Tm34,24,Cluster1,1-99 cells,TmY5a,24,Cluster7,100-699 cells,1812,Top Output,Inhibition,top_output
Tm21,82,Cluster7,100-699 cells,Li19,82,Cluster10,1-99 cells,4555,Top Input,Excitation,top_input
Li19,20,Cluster10,1-99 cells,Li06,20,Cluster7,1-99 cells,694,Top Output,Inhibition,top_output
Li05,29,Cluster1,1-99 cells,Li07,29,Cluster1,1-99 cells,262,Top Input,Excitation,top_input
Li07,21,Cluster1,1-99 cells,Li10,21,Cluster1,1-99 cells,494,Top Output,Inhibition,top_output
DmDRA1,23,Cluster4,1-99 cells,Sm23,23,Cluster4,1-99 cells,461,Top Input,Inhibition,top_input
R7,85,Cluster6,100-699 cells,Dm8b,85,Cluster6,100-699 cells,4016,Top Output,Inhibition,top_output
Dm9,33,Cluster6,100-699 cells,R8,33,Cluster6,100-699 cells,9055,Top Input,Excitation,top_input
R8,84,Cluster6,100-699 cells,Dm9,84,Cluster6,100-699 cells,5095,Top Output,Excitation,top_output
Sm21,22,Cluster3,1-99 cells,Dm11,22,Cluster6,1-99 cells,1969,Top Input,Excitation,top_input
Dm11,27,Cluster6,1-99 cells,Dm2,27,Cluster5,100-699 cells,8017,Top Output,Inhibition,top_output
Sm01,34,Cluster3,100-699 cells,Sm11,34,Cluster1,1-99 cells,125,Top Input,Excitation,top_input
Sm11,20,Cluster1,1-99 cells,Pm05,20,Cluster7,1-99 cells,109,Top Output,Excitation,top_output
Sm26,21,Cluster3,1-99 cells,DmDRA2,21,Cluster6,1-99 cells,354,Top Input,Excitation,top_input
DmDRA2,21,Cluster6,1-99 cells,DmDRA1,21,Cluster4,1-99 cells,833,Top Output,Inhibition,top_output
Sm23,22,Cluster4,1-99 cells,Sm17,22,Cluster4,1-99 cells,953,Top Input,Inhibition,top_input
Sm06,28,Cluster3,1-99 cells,Sm29,28,Cluster3,1-99 cells,151,Top Input,Inhibition,top_input
Sm29,20,Cluster3,1-99 cells,Sm07,20,Cluster3,100-699 cells,664,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm33,80,Cluster3,1-99 cells,30,Top Input,Excitation,top_input
Sm33,20,Cluster3,1-99 cells,Sm16,20,Cluster3,1-99 cells,425,Top Output,Inhibition,top_output
Tm35,26,Cluster1,1-99 cells,Lat,26,Lat,1-99 cells,45,Top Input,Inhibition,top_input
Lat,21,Lat,1-99 cells,Li33,21,Cluster1,1-99 cells,11,Top Output,Excitation,top_output
Sm03,29,Cluster3,1-99 cells,Sm24,29,Cluster3,1-99 cells,83,Top Input,Inhibition,top_input
Sm24,20,Cluster3,1-99 cells,Sm21,20,Cluster3,1-99 cells,200,Top Output,Inhibition,top_output
Sm41,20,Cluster3,1-99 cells,Sm25,20,Cluster3,1-99 cells,123,Top Input,Inhibition,top_input
Sm25,21,Cluster3,1-99 cells,Sm07,21,Cluster3,100-699 cells,657,Top Output,Inhibition,top_output
DmDRA1,23,Cluster4,1-99 cells,Sm28,23,Cluster4,1-99 cells,464,Top Input,Inhibition,top_input
