source,n_size,n_col,n_shp,target,n_size,n_col,n_shp,weight,e_clr,e_shp,relation
Mi10,41,Cluster1,100-699 cells,OA-AL2i1,41,Boundary,1-99 cells,252,Top Input,Excitation,top_input
Dm11,27,Cluster6,1-99 cells,MTe07,27,Boundary,1-99 cells,883,Top Input,Inhibition,top_input
Dm9,33,Cluster6,100-699 cells,aMe12,33,Boundary,1-99 cells,539,Top Input,Excitation,top_input
Tm5e,44,Cluster1,100-699 cells,cL04,44,Boundary,1-99 cells,743,Top Input,Inhibition,top_input
Mi10,41,Cluster1,100-699 cells,MeMe_e06,41,Boundary,1-99 cells,82,Top Input,Excitation,top_input
Tm5a,42,Cluster1,100-699 cells,Sm31,42,Cluster3,1-99 cells,2106,Top Input,Excitation,top_input
Sm31,21,Cluster3,1-99 cells,Tm20,21,Cluster1,700+ cells,1555,Top Output,Inhibition,top_output
Sm08,28,Cluster3,1-99 cells,cM12,28,Boundary,1-99 cells,80,Top Input,Inhibition,top_input
Pm14,20,Cluster1,1-99 cells,cM15,20,Boundary,1-99 cells,555,Top Input,Inhibition,top_input
Tm7,41,Cluster1,100-699 cells,OA-AL2b1,41,Boundary,1-99 cells,131,Top Input,Excitation,top_input
TmY31,36,Cluster1,100-699 cells,LTe65,36,Boundary,1-99 cells,513,Top Input,Excitation,top_input
MLt5,24,Cluster1,1-99 cells,cM08c,24,Boundary,1-99 cells,322,Top Input,Excitation,top_input
Li05,29,Cluster1,1-99 cells,LTe03,29,Boundary,1-99 cells,401,Top Input,Excitation,top_input
TmY10,42,Cluster1,100-699 cells,LTe54,42,Boundary,1-99 cells,213,Top Input,Excitation,top_input
Tm16,37,Cluster1,100-699 cells,cL12,37,Boundary,1-99 cells,5,Top Input,Excitation,top_input
Mi10,41,Cluster1,100-699 cells,CB0816,41,Boundary,1-99 cells,344,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,Sm04,97,Cluster1,1-99 cells,1353,Top Input,Inhibition,top_input
Sm04,27,Cluster1,1-99 cells,MTe16,27,Boundary,1-99 cells,1733,Top Output,Inhibition,top_output
Sm04,27,Cluster1,1-99 cells,MTe16,27,Boundary,1-99 cells,1733,Top Input,Inhibition,top_input
Tm5a,42,Cluster1,100-699 cells,LC26,42,Boundary,1-99 cells,1192,Top Input,Excitation,top_input
Tm5a,42,Cluster1,100-699 cells,aMe17b,42,Boundary,1-99 cells,224,Top Input,Excitation,top_input
Tm5a,42,Cluster1,100-699 cells,MTe32,42,Boundary,1-99 cells,549,Top Input,Excitation,top_input
Li27,20,Cluster1,1-99 cells,Tm34,20,Cluster1,1-99 cells,363,Top Input,Inhibition,top_input
Tm34,24,Cluster1,1-99 cells,TmY5a,24,Cluster7,100-699 cells,1812,Top Output,Inhibition,top_output
TmY31,36,Cluster1,100-699 cells,LTe14,36,Boundary,1-99 cells,430,Top Input,Excitation,top_input
Sm06,28,Cluster3,1-99 cells,MTe28,28,Boundary,1-99 cells,419,Top Input,Inhibition,top_input
R7,85,Cluster6,100-699 cells,Dm8b,85,Cluster6,100-699 cells,4016,Top Output,Inhibition,top_output
Dm9,33,Cluster6,100-699 cells,R8,33,Cluster6,100-699 cells,9055,Top Input,Excitation,top_input
R8,84,Cluster6,100-699 cells,Dm9,84,Cluster6,100-699 cells,5095,Top Output,Excitation,top_output
LLPt,24,Cluster1,1-99 cells,cLP03,24,Boundary,1-99 cells,65,Top Input,Inhibition,top_input
Li05,29,Cluster1,1-99 cells,cL11,29,Boundary,1-99 cells,126,Top Input,Excitation,top_input
Li05,29,Cluster1,1-99 cells,LT36,29,Boundary,1-99 cells,213,Top Input,Excitation,top_input
Sm21,22,Cluster3,1-99 cells,Dm11,22,Cluster6,1-99 cells,1969,Top Input,Excitation,top_input
Dm11,27,Cluster6,1-99 cells,Dm2,27,Cluster5,100-699 cells,8017,Top Output,Inhibition,top_output
Tm35,26,Cluster1,1-99 cells,LT37,26,Boundary,1-99 cells,12,Top Input,Inhibition,top_input
Li33,20,Cluster1,1-99 cells,LTe25,20,Boundary,1-99 cells,184,Top Input,Inhibition,top_input
Mi10,41,Cluster1,100-699 cells,MTe04,41,Boundary,1-99 cells,329,Top Input,Excitation,top_input
Mi4,96,Cluster1,700+ cells,aMe17c,96,Boundary,1-99 cells,200,Top Input,Inhibition,top_input
Li33,20,Cluster1,1-99 cells,LTe24,20,Boundary,1-99 cells,418,Top Input,Inhibition,top_input
Tm5e,44,Cluster1,100-699 cells,LT55,44,Boundary,1-99 cells,119,Top Input,Inhibition,top_input
TmY10,42,Cluster1,100-699 cells,cL10,42,Boundary,1-99 cells,114,Top Input,Excitation,top_input
Li33,20,Cluster1,1-99 cells,cL17,20,Boundary,1-99 cells,66,Top Input,Inhibition,top_input
Tm5e,44,Cluster1,100-699 cells,LTe51,44,Boundary,1-99 cells,118,Top Input,Inhibition,top_input
Tm16,37,Cluster1,100-699 cells,cL01,37,Boundary,1-99 cells,2,Top Input,Excitation,top_input
Tm32,28,Cluster1,1-99 cells,cL01,28,Boundary,1-99 cells,2,Top Input,Inhibition,top_input
Tm5e,44,Cluster1,100-699 cells,cL01,44,Boundary,1-99 cells,2,Top Input,Inhibition,top_input
Li05,29,Cluster1,1-99 cells,PLP051,29,Boundary,1-99 cells,122,Top Input,Excitation,top_input
Sm41,20,Cluster3,1-99 cells,MeMe_e01,20,Boundary,1-99 cells,68,Top Input,Inhibition,top_input
TmY10,42,Cluster1,100-699 cells,OA-AL2i4,42,Boundary,1-99 cells,74,Top Input,Excitation,top_input
TmY31,36,Cluster1,100-699 cells,PLP251,36,Boundary,1-99 cells,58,Top Input,Excitation,top_input
Sm42,20,Cluster1,1-99 cells,cM17,20,Boundary,1-99 cells,66,Top Input,Inhibition,top_input
Sm22,22,Cluster1,1-99 cells,cM16,22,Boundary,1-99 cells,38,Top Input,Inhibition,top_input
Sm06,28,Cluster3,1-99 cells,aMe10,28,Boundary,1-99 cells,27,Top Input,Inhibition,top_input
TmY31,36,Cluster1,100-699 cells,cL22b,36,Boundary,1-99 cells,103,Top Input,Excitation,top_input
Li32,20,Cluster1,1-99 cells,LT42,20,Boundary,1-99 cells,392,Top Input,Inhibition,top_input
Tm20,94,Cluster1,700+ cells,LT34,94,Boundary,1-99 cells,78,Top Input,Excitation,top_input
Sm41,20,Cluster3,1-99 cells,aMe17a1,20,Boundary,1-99 cells,38,Top Input,Inhibition,top_input
Sm42,20,Cluster1,1-99 cells,cM19,20,Boundary,1-99 cells,5,Top Input,Inhibition,top_input
TmY31,36,Cluster1,100-699 cells,mALD1,36,Boundary,1-99 cells,10,Top Input,Excitation,top_input
Tm16,37,Cluster1,100-699 cells,cL22c,37,Boundary,1-99 cells,6,Top Input,Excitation,top_input
Li05,29,Cluster1,1-99 cells,LAL047,29,Boundary,1-99 cells,14,Top Input,Excitation,top_input
Tm8a,32,Cluster1,100-699 cells,cL22a,32,Boundary,1-99 cells,7,Top Input,Excitation,top_input
Sm07,35,Cluster3,100-699 cells,cM02a,35,Boundary,1-99 cells,2,Top Input,Inhibition,top_input
Sm18,23,Cluster3,1-99 cells,cM02b,23,Boundary,1-99 cells,2,Top Input,Inhibition,top_input
